"Year","School_ID","Entity","Group","Test","Pass Rate","Total Count"
"2022-2023",NA,"Virginia","Native Hawaiian  or Pacific Islander","Algebra I",91.23,57
"2022-2023",NA,"Virginia","Native Hawaiian  or Pacific Islander","Geometry",95.24,21
"2022-2023",NA,"Virginia","Native Hawaiian  or Pacific Islander","Mathematics",61.7,94
"2022-2023",NA,"Virginia","Multiple Races","Algebra I",92.29,2049
"2022-2023",NA,"Virginia","Multiple Races","Geometry",95.63,733
"2022-2023",NA,"Virginia","Multiple Races","Mathematics",51.82,3107
"2023-2024",NA,"Albemarle County","All Students","Algebra I",90.42,240
"2023-2024",NA,"Albemarle County","All Students","Geometry",95.96,297
"2023-2024",NA,"Albemarle County","All Students","Mathematics",41.44,403
"2023-2024",NA,"Albemarle County","Economically Advantaged","Algebra I",93.75,192
"2023-2024",NA,"Albemarle County","Economically Advantaged","Geometry",98.48,264
"2023-2024",NA,"Albemarle County","Economically Advantaged","Mathematics",51.16,172
"2023-2024",NA,"Albemarle County","Economically Disadvantaged","Algebra I",77.08,48
"2023-2024",NA,"Albemarle County","Economically Disadvantaged","Geometry",75.76,33
"2023-2024",NA,"Albemarle County","Economically Disadvantaged","Mathematics",34.2,231
"2023-2024",NA,"Albemarle County","Non-English Learners","Algebra I",92.13,216
"2023-2024",NA,"Albemarle County","Non-English Learners","Geometry",96.22,291
"2023-2024",NA,"Albemarle County","Non-English Learners","Mathematics",44.9,314
"2023-2024",NA,"Albemarle County","English Learners","Algebra I",75,24
"2023-2024",NA,"Albemarle County","English Learners","Geometry",NA,NA
"2023-2024",NA,"Albemarle County","English Learners","Mathematics",29.21,89
"2023-2024",NA,"Albemarle County","Asian","Algebra I",100,10
"2023-2024",NA,"Albemarle County","Asian","Geometry",100,21
"2023-2024",NA,"Albemarle County","Asian","Mathematics",NA,17
"2023-2024",NA,"Albemarle County","Black","Algebra I",82.35,17
"2023-2024",NA,"Albemarle County","Black","Geometry",80,10
"2023-2024",NA,"Albemarle County","Black","Mathematics",30.26,76
"2023-2024",NA,"Albemarle County","Hispanic","Algebra I",83.87,31
"2023-2024",NA,"Albemarle County","Hispanic","Geometry",80,25
"2023-2024",NA,"Albemarle County","Hispanic","Mathematics",32.11,109
"2023-2024",NA,"Albemarle County","White","Algebra I",92.94,170
"2023-2024",NA,"Albemarle County","White","Geometry",98.21,224
"2023-2024",NA,"Albemarle County","White","Mathematics",54.02,174
"2023-2024",NA,"Albemarle County","Multiple Races","Algebra I",75,12
"2023-2024",NA,"Albemarle County","Multiple Races","Geometry",94.12,17
"2023-2024",NA,"Albemarle County","Multiple Races","Mathematics",25.93,27
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","All Students","Algebra I",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","All Students","Geometry",100,17
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","All Students","Mathematics",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","Economically Advantaged","Algebra I",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","Economically Advantaged","Geometry",100,16
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","Economically Disadvantaged","Geometry",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","Economically Advantaged","Mathematics",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","Economically Disadvantaged","Mathematics",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","Non-English Learners","Algebra I",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","Non-English Learners","Geometry",100,17
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","Non-English Learners","Mathematics",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","Asian","Mathematics",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","Black","Mathematics",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","Hispanic","Geometry",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","Hispanic","Mathematics",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","Multiple Races","Geometry",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","Multiple Races","Mathematics",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","White","Algebra I",NA,NA
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","White","Geometry",100,14
"2023-2024",890,"Community Lab School (Formerly: Murray School, Murray High)","White","Mathematics",NA,NA
"2023-2024",69,"Jackson P. Burley Middle","All Students","Algebra I",96.15,26
"2023-2024",69,"Jackson P. Burley Middle","All Students","Geometry",100,46
"2023-2024",69,"Jackson P. Burley Middle","All Students","Mathematics",40.2,102
"2023-2024",69,"Jackson P. Burley Middle","Economically Advantaged","Algebra I",95.24,21
"2023-2024",69,"Jackson P. Burley Middle","Economically Disadvantaged","Algebra I",NA,NA
"2023-2024",69,"Jackson P. Burley Middle","Economically Advantaged","Geometry",100,37
"2023-2024",69,"Jackson P. Burley Middle","Economically Disadvantaged","Geometry",NA,NA
"2023-2024",69,"Jackson P. Burley Middle","Economically Advantaged","Mathematics",48.39,31
"2023-2024",69,"Jackson P. Burley Middle","Economically Disadvantaged","Mathematics",36.62,71
"2023-2024",69,"Jackson P. Burley Middle","Non-English Learners","Algebra I",95.83,24
"2023-2024",69,"Jackson P. Burley Middle","English Learners","Algebra I",NA,NA
"2023-2024",69,"Jackson P. Burley Middle","Non-English Learners","Geometry",100,44
"2023-2024",69,"Jackson P. Burley Middle","English Learners","Geometry",NA,NA
"2023-2024",69,"Jackson P. Burley Middle","Non-English Learners","Mathematics",41.03,78
"2023-2024",69,"Jackson P. Burley Middle","English Learners","Mathematics",37.5,24
"2023-2024",69,"Jackson P. Burley Middle","Asian","Algebra I",NA,NA
"2023-2024",69,"Jackson P. Burley Middle","Asian","Geometry",NA,NA
"2023-2024",69,"Jackson P. Burley Middle","Asian","Mathematics",NA,NA
"2023-2024",69,"Jackson P. Burley Middle","Black","Algebra I",NA,NA
"2023-2024",69,"Jackson P. Burley Middle","Black","Geometry",NA,NA
"2023-2024",69,"Jackson P. Burley Middle","Black","Mathematics",36,25
"2023-2024",69,"Jackson P. Burley Middle","Hispanic","Algebra I",NA,NA
"2023-2024",69,"Jackson P. Burley Middle","Hispanic","Geometry",100,11
"2023-2024",69,"Jackson P. Burley Middle","Hispanic","Mathematics",42.5,40
"2023-2024",69,"Jackson P. Burley Middle","Multiple Races","Algebra I",NA,NA
"2023-2024",69,"Jackson P. Burley Middle","Multiple Races","Geometry",NA,NA
"2023-2024",69,"Jackson P. Burley Middle","Multiple Races","Mathematics",NA,NA
"2023-2024",69,"Jackson P. Burley Middle","White","Algebra I",100,16
"2023-2024",69,"Jackson P. Burley Middle","White","Geometry",100,30
"2023-2024",69,"Jackson P. Burley Middle","White","Mathematics",41.38,29
"2023-2024",942,"Joseph T. Henley Middle","All Students","Algebra I",94.17,103
"2023-2024",942,"Joseph T. Henley Middle","All Students","Geometry",100,85
"2023-2024",942,"Joseph T. Henley Middle","All Students","Mathematics",53.66,82
"2023-2024",942,"Joseph T. Henley Middle","Economically Advantaged","Algebra I",93.62,94
"2023-2024",942,"Joseph T. Henley Middle","Economically Disadvantaged","Algebra I",NA,NA
"2023-2024",942,"Joseph T. Henley Middle","Economically Advantaged","Geometry",100,84
"2023-2024",942,"Joseph T. Henley Middle","Economically Disadvantaged","Geometry",NA,NA
"2023-2024",942,"Joseph T. Henley Middle","Economically Advantaged","Mathematics",66,50
"2023-2024",942,"Joseph T. Henley Middle","Economically Disadvantaged","Mathematics",34.38,32
"2023-2024",942,"Joseph T. Henley Middle","Non-English Learners","Algebra I",93.94,99
"2023-2024",942,"Joseph T. Henley Middle","English Learners","Algebra I",NA,NA
"2023-2024",942,"Joseph T. Henley Middle","Non-English Learners","Geometry",100,85
"2023-2024",942,"Joseph T. Henley Middle","Non-English Learners","Mathematics",55.26,76
"2023-2024",942,"Joseph T. Henley Middle","English Learners","Mathematics",NA,NA
"2023-2024",942,"Joseph T. Henley Middle","Asian","Algebra I",NA,NA
"2023-2024",942,"Joseph T. Henley Middle","Asian","Geometry",NA,NA
"2023-2024",942,"Joseph T. Henley Middle","Black","Algebra I",NA,NA
"2023-2024",942,"Joseph T. Henley Middle","Black","Mathematics",NA,NA
"2023-2024",942,"Joseph T. Henley Middle","Hispanic","Algebra I",NA,NA
"2023-2024",942,"Joseph T. Henley Middle","Hispanic","Geometry",NA,NA
"2023-2024",942,"Joseph T. Henley Middle","Hispanic","Mathematics",NA,13
"2023-2024",942,"Joseph T. Henley Middle","Multiple Races","Algebra I",NA,NA
"2023-2024",942,"Joseph T. Henley Middle","Multiple Races","Geometry",NA,NA
"2023-2024",942,"Joseph T. Henley Middle","Multiple Races","Mathematics",NA,NA
"2023-2024",942,"Joseph T. Henley Middle","White","Algebra I",93.1,87
"2023-2024",942,"Joseph T. Henley Middle","White","Geometry",100,74
"2023-2024",942,"Joseph T. Henley Middle","White","Mathematics",59.02,61
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Algebra I",77.27,44
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Geometry",84,50
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Mathematics",22.22,99
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Algebra I",92.31,26
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Algebra I",55.56,18
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Geometry",91.89,37
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Geometry",61.54,13
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Mathematics",29.03,31
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Mathematics",19.12,68
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Algebra I",82.76,29
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","English Learners","Algebra I",66.67,15
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Geometry",85.42,48
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","English Learners","Geometry",NA,NA
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Mathematics",26.32,57
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","English Learners","Mathematics",16.67,42
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Asian","Algebra I",NA,NA
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Asian","Geometry",NA,NA
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Asian","Mathematics",NA,NA
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Black","Algebra I",NA,NA
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Black","Geometry",NA,NA
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Black","Mathematics",20.69,29
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Hispanic","Algebra I",72.73,11
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Hispanic","Geometry",NA,NA
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Hispanic","Mathematics",12.82,39
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Multiple Races","Algebra I",NA,NA
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Multiple Races","Geometry",NA,NA
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","Multiple Races","Mathematics",NA,NA
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Algebra I",82.35,17
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Geometry",91.89,37
"2023-2024",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Mathematics",NA,18
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Algebra I",97.14,35
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Geometry",96.25,80
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Mathematics",48.89,45
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Algebra I",96.3,27
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Algebra I",NA,NA
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Geometry",98.63,73
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Geometry",NA,NA
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Mathematics",45.83,24
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Mathematics",52.38,21
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Algebra I",96.97,33
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Algebra I",NA,NA
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Geometry",96.15,78
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Geometry",NA,NA
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Mathematics",48.39,31
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Mathematics",50,14
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Algebra I",NA,NA
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Geometry",100,10
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Mathematics",NA,NA
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Algebra I",NA,NA
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Geometry",NA,NA
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Mathematics",NA,NA
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Algebra I",NA,NA
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Geometry",NA,NA
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Mathematics",NA,13
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Multiple Races","Algebra I",NA,NA
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Multiple Races","Geometry",NA,NA
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Multiple Races","Mathematics",NA,NA
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Algebra I",96.3,27
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Geometry",98.15,54
"2023-2024",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Mathematics",62.5,16
"2023-2024",20,"Leslie H. Walton Middle","All Students","Algebra I",84,25
"2023-2024",20,"Leslie H. Walton Middle","All Students","Geometry",94.74,19
"2023-2024",20,"Leslie H. Walton Middle","All Students","Mathematics",54.24,59
"2023-2024",20,"Leslie H. Walton Middle","Economically Advantaged","Algebra I",94.12,17
"2023-2024",20,"Leslie H. Walton Middle","Economically Disadvantaged","Algebra I",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","Economically Advantaged","Geometry",100,17
"2023-2024",20,"Leslie H. Walton Middle","Economically Disadvantaged","Geometry",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","Economically Advantaged","Mathematics",62.5,24
"2023-2024",20,"Leslie H. Walton Middle","Economically Disadvantaged","Mathematics",48.57,35
"2023-2024",20,"Leslie H. Walton Middle","Non-English Learners","Algebra I",87.5,24
"2023-2024",20,"Leslie H. Walton Middle","English Learners","Algebra I",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","Non-English Learners","Geometry",94.74,19
"2023-2024",20,"Leslie H. Walton Middle","Non-English Learners","Mathematics",54.39,57
"2023-2024",20,"Leslie H. Walton Middle","English Learners","Mathematics",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","Asian","Geometry",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","Asian","Mathematics",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","Black","Algebra I",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","Black","Geometry",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","Black","Mathematics",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","Hispanic","Algebra I",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","Hispanic","Geometry",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","Hispanic","Mathematics",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","Multiple Races","Algebra I",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","Multiple Races","Geometry",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","Multiple Races","Mathematics",NA,NA
"2023-2024",20,"Leslie H. Walton Middle","White","Algebra I",93.75,16
"2023-2024",20,"Leslie H. Walton Middle","White","Geometry",100,15
"2023-2024",20,"Leslie H. Walton Middle","White","Mathematics",58.7,46
